program,section,source,root_name,name,full_path,level,pic,usage_flag,usage_count,nb_paragraphs,nb_reads,nb_writes,nb_conditions,nb_io,has_88,nb_88,is_critical,role_infered
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,SRFI-DONNEES,SRFI-TYPFIC,SRFI-DONNEES/SRFI-FICHIERS/SRFI-TYPFIC,10,9.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,SRFI-DONNEES,SRFI-IDCICS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-IDCICS,10,X(4).,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,SRFI-DONNEES,SRFI-FONCTIONS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-FONCTIONS,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,SRFI-DONNEES,SRFI-CODFONC,SRFI-DONNEES/SRFI-FICHIERS/SRFI-FONCTIONS/SRFI-CODFONC,15,X.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,SRFI-DONNEES,SRFI-CODDISPO-FONC,SRFI-DONNEES/SRFI-FICHIERS/SRFI-FONCTIONS/SRFI-CODDISPO-FONC,15,9.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,SRVD-DONNEES,SRVD-DONNEES,SRVD-DONNEES,01,,Y,3,2,3,0,0,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,SRVD-DONNEES,SRVD-DISPAPP,SRVD-DONNEES/SRVD-DISPAPP,05,9.,Y,9,3,5,4,3,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,SRVD-DONNEES,SRVD-DISPIND,SRVD-DONNEES/SRVD-DISPIND,05,9.,Y,10,4,4,6,2,0,N,0,Y,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,SRVD-DONNEES,SRVD-DISPFIC,SRVD-DONNEES/SRVD-DISPFIC,05,X.,Y,2,1,0,2,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,SRVD-DONNEES,SRVD-DISPFON,SRVD-DONNEES/SRVD-DISPFON,05,X.,Y,2,2,0,2,0,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,WFONC-ENR,WFONC-ENR,WFONC-ENR,01,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,WFONC-ENR,WFONC-CLE,WFONC-ENR/WFONC-CLE,05,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,WFONC-ENR,WFONC-CLE-APPL,WFONC-ENR/WFONC-CLE/WFONC-CLE-APPL,10,X(3).,Y,3,2,2,1,0,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,WFONC-ENR,WFONC-CLE-FONC,WFONC-ENR/WFONC-CLE/WFONC-CLE-FONC,10,X.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,WFONC-ENR,WFONC-DONNEES,WFONC-ENR/WFONC-DONNEES,05,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,WFONC-ENR,WFONC-CLE-ALT,WFONC-ENR/WFONC-DONNEES/WFONC-CLE-ALT,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,WFONC-ENR,WFONC-CODE-APPL,WFONC-ENR/WFONC-DONNEES/WFONC-CLE-ALT/WFONC-CODE-APPL,15,X(3).,N,0,0,0,0,0,0,N,0,N,CODE
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,WFONC-ENR,WFONC-CODE-MNEMO,WFONC-ENR/WFONC-DONNEES/WFONC-CLE-ALT/WFONC-CODE-MNEMO,15,X(4).,N,0,0,0,0,0,0,N,0,N,CODE
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-SYSID,W-SYSID,W-SYSID,01,X(4).,Y,2,2,2,0,0,0,N,0,Y,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-APPLID,W-APPLID,W-APPLID,01,X(8).,Y,5,4,5,0,0,0,N,0,Y,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-TS-SRFI,W-TS-SRFI,W-TS-SRFI,01,,Y,2,1,2,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-TS-SRFI,FILLER,W-TS-SRFI/FILLER,05,X(4),N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-TS-SRFI,W-SRFI-CODAPP,W-TS-SRFI/W-SRFI-CODAPP,05,X(3).,Y,1,1,0,1,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-TS-SRFI,FILLER,W-TS-SRFI/FILLER,05,X,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-EIBTRNID,W-EIBTRNID,W-EIBTRNID,01,,Y,1,1,0,1,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-EIBTRNID,W-EIBTRNID-3C,W-EIBTRNID/W-EIBTRNID-3C,05,X(3).,Y,3,3,3,0,3,0,N,0,Y,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-EIBTRNID,FILLER,W-EIBTRNID/FILLER,05,X,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-ANO,W-ANO,W-ANO,01,X(62),Y,1,1,0,1,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-PARAG,W-PARAG,W-PARAG,01,X(5),Y,2,2,1,1,0,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-RESP,W-RESP,W-RESP,01,9(4),Y,2,1,1,1,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-ANO-APPLI,W-ANO-APPLI,W-ANO-APPLI,01,,Y,1,1,1,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-ANO-APPLI,W-ANO-APPLID,W-ANO-APPLI/W-ANO-APPLID,02,X(8).,Y,1,1,0,1,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-ANO-APPLI,FILLER,W-ANO-APPLI/FILLER,02,X(25),N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-FIN-ANORMALE,W-MES-FIN-ANORMALE,W-MES-FIN-ANORMALE,01,,Y,1,1,1,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-FIN-ANORMALE,FILLER,W-MES-FIN-ANORMALE/FILLER,02,X(25),N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-FIN-ANORMALE,W-MES-FIN-ANORMALE-COD,W-MES-FIN-ANORMALE/W-MES-FIN-ANORMALE-COD,02,X(4),Y,1,1,0,1,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-FIN-ANORMALE,FILLER,W-MES-FIN-ANORMALE/FILLER,02,X(22),N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-PUPITRE,W-MES-PUPITRE,W-MES-PUPITRE,01,,Y,2,2,2,0,0,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-PUPITRE,W-MES-PUP-APPLID,W-MES-PUPITRE/W-MES-PUP-APPLID,02,X(8),Y,2,2,0,2,0,0,N,0,Y,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-PUPITRE,FILLER,W-MES-PUPITRE/FILLER,02,X(50),N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-ANO-BLOQ-1,W-MES-ANO-BLOQ-1,W-MES-ANO-BLOQ-1,01,,Y,1,1,1,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-ANO-BLOQ-1,FILLER,W-MES-ANO-BLOQ-1/FILLER,02,X(40),N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2,01,,Y,1,1,1,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-ANO-BLOQ-2,FILLER,W-MES-ANO-BLOQ-2/FILLER,02,X(22),N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2-PAR,W-MES-ANO-BLOQ-2/W-MES-ANO-BLOQ-2-PAR,02,X(5),Y,1,1,0,1,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-ANO-BLOQ-2,FILLER,W-MES-ANO-BLOQ-2/FILLER,02,X(17),N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2-RESP,W-MES-ANO-BLOQ-2/W-MES-ANO-BLOQ-2-RESP,02,X(4),Y,1,1,0,1,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-ABCODE,W-ABCODE,W-ABCODE,01,,Y,8,7,8,0,0,0,N,0,Y,CODE
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-ABCODE,W-TYPAB,W-ABCODE/W-TYPAB,05,X.,Y,2,2,0,2,0,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-ABCODE,W-ABEND,W-ABCODE/W-ABEND,05,9(3).,Y,4,4,1,3,0,0,N,0,Y,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,MAIN,WTS-IDENTITE,WTS-IDENTITE,WTS-IDENTITE,01,,Y,2,1,2,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,WTS-IDENTITE,WTS-NOM,WTS-IDENTITE/WTS-NOM,05,X(04).,Y,1,1,0,1,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,WTS-IDENTITE,WTS-ECRAN,WTS-IDENTITE/WTS-ECRAN,05,X(04).,Y,1,1,0,1,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-IND01,W-IND01,W-IND01,01,9(4) COMP,Y,25,13,21,4,15,0,N,0,Y,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-IND02,W-IND02,W-IND02,01,9(4) COMP,Y,32,10,25,7,13,0,N,0,Y,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-IND03,W-IND03,W-IND03,01,9(4) COMP,Y,19,9,14,5,6,0,N,0,Y,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-AIG-FONC,W-AIG-FONC,W-AIG-FONC,01,9,Y,2,2,1,1,1,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-AIG-DISP,W-AIG-DISP,W-AIG-DISP,01,9,Y,4,3,1,3,1,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-AIG-DISP-2,W-AIG-DISP-2,W-AIG-DISP-2,01,9,Y,4,3,1,3,1,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-CTR-FICH,W-CTR-FICH,W-CTR-FICH,01,9(6),Y,4,3,3,1,1,0,N,0,Y,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-CTR-FICHF,W-CTR-FICHF,W-CTR-FICHF,01,9(6),Y,3,3,3,0,1,0,N,0,Y,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-CTR-OUVERTS,W-CTR-OUVERTS,W-CTR-OUVERTS,01,9(6),Y,4,3,2,2,1,0,N,0,Y,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-CTR-FERMES,W-CTR-FERMES,W-CTR-FERMES,01,9(6),Y,4,3,4,0,1,0,N,0,Y,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-CTR-FONCDISP,W-CTR-FONCDISP,W-CTR-FONCDISP,01,9(6),Y,10,5,10,0,7,0,N,0,Y,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-CTR-FONCINDISP,W-CTR-FONCINDISP,W-CTR-FONCINDISP,01,9(6),Y,10,6,10,0,6,0,N,0,Y,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-DISPIND1,W-DISPIND1,W-DISPIND1,01,9,Y,12,5,5,7,4,0,N,0,Y,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-DISPIND2,W-DISPIND2,W-DISPIND2,01,9,Y,10,3,5,5,4,0,N,0,Y,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-TABLE-FONC,W-TABLE-FONC,W-TABLE-FONC,01,,Y,3,3,1,2,1,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-TABLE-FONC,W-FONC-DISPO,W-TABLE-FONC/W-FONC-DISPO,05,,Y,3,3,3,0,1,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-TABLE-FONC,W-CODFONC,W-TABLE-FONC/W-FONC-DISPO/W-CODFONC,10,X.,Y,4,3,4,0,3,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-TABLE-FONC,W-CODDISPO-FONC,W-TABLE-FONC/W-FONC-DISPO/W-CODDISPO-FONC,10,X.,Y,1,1,1,0,1,0,N,0,Y,
SRSRADIS,LINKAGE SECTION,MAIN,DFHCOMMAREA,DFHCOMMAREA,DFHCOMMAREA,01,X(16384).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-ENR,FAPPD-ENR,01,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-CLE,FAPPD-ENR/FAPPD-CLE,05,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-CLE-TYPE,FAPPD-ENR/FAPPD-CLE/FAPPD-CLE-TYPE,10,X.,Y,2,2,2,0,1,0,N,0,Y,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-CLE-APPL,FAPPD-ENR/FAPPD-CLE/FAPPD-CLE-APPL,10,X(3).,Y,5,4,5,0,0,0,N,0,Y,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-DONNEES,FAPPD-ENR/FAPPD-DONNEES,05,,Y,2,1,2,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-NBFI,FAPPD-ENR/FAPPD-DONNEES/FAPPD-NBFI,10,S9(4) COMP.,Y,6,4,6,0,4,0,N,0,Y,NUMERIQUE
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-FICHIERS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS,10,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-NOMFIC,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-NOMFIC,15,X(8).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-TYPFIC,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-TYPFIC,15,9.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-IDCICS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-IDCICS,15,X(4).,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-FONCTIONS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-FONCTIONS,15,,Y,5,5,5,0,3,0,N,0,Y,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-CODFONC,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-FONCTIONS/FAPPD-CODFONC,20,X.,Y,6,5,6,0,5,0,N,0,Y,
SRSRADIS,LINKAGE SECTION,SRSFAPPD,FAPPD-ENR,FAPPD-CODDISPO-FONC,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-FONCTIONS/FAPPD-CODDISPO-FONC,20,9.,Y,4,2,4,0,4,0,N,0,Y,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-ENR,FFONC-ENR,01,,Y,1,1,1,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-CLE,FFONC-ENR/FFONC-CLE,05,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-CLE-APPL,FFONC-ENR/FFONC-CLE/FFONC-CLE-APPL,10,X(3).,Y,1,1,1,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-CLE-FONC,FFONC-ENR/FFONC-CLE/FFONC-CLE-FONC,10,X.,Y,1,1,1,0,1,0,N,0,Y,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES,05,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-LIBFONC,FFONC-ENR/FFONC-DONNEES/FFONC-LIBFONC,10,X(40).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-CLE-ALT,FFONC-ENR/FFONC-DONNEES/FFONC-CLE-ALT,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-CODE-APPL,FFONC-ENR/FFONC-DONNEES/FFONC-CLE-ALT/FFONC-CODE-APPL,15,X(3).,N,0,0,0,0,0,0,N,0,N,CODE
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-CODE-MNEMO,FFONC-ENR/FFONC-DONNEES/FFONC-CLE-ALT/FFONC-CODE-MNEMO,15,X(4).,N,0,0,0,0,0,0,N,0,N,CODE
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-TRANFONC,FFONC-ENR/FFONC-DONNEES/FFONC-TRANFONC,10,X(4).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-MODULSRS-FONC,FFONC-ENR/FFONC-DONNEES/FFONC-MODULSRS-FONC,10,X(8).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-BLOCAGE-RESS,FFONC-ENR/FFONC-DONNEES/FFONC-BLOCAGE-RESS,10,9.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-CODDISPO-FONC,FFONC-ENR/FFONC-DONNEES/FFONC-CODDISPO-FONC,10,9.,Y,2,1,2,0,2,0,N,0,Y,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-FIN-FONC,FFONC-ENR/FFONC-DONNEES/FFONC-FIN-FONC,10,9.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-VAL-HORSAOR,FFONC-ENR/FFONC-DONNEES/FFONC-VAL-HORSAOR,10,9.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-MESSIND-FONC,FFONC-ENR/FFONC-DONNEES/FFONC-MESSIND-FONC,10,,N,0,0,0,0,0,0,N,0,N,FLAG/ETAT
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-MESSIND-L1,FFONC-ENR/FFONC-DONNEES/FFONC-MESSIND-FONC/FFONC-MESSIND-L1,15,X(79).,N,0,0,0,0,0,0,N,0,N,FLAG/ETAT
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-MESSIND-L2,FFONC-ENR/FFONC-DONNEES/FFONC-MESSIND-FONC/FFONC-MESSIND-L2,15,X(78).,N,0,0,0,0,0,0,N,0,N,FLAG/ETAT
SRSRADIS,LINKAGE SECTION,SRSFFONC,FFONC-ENR,FFONC-IND-VDX,FFONC-ENR/FFONC-DONNEES/FFONC-IND-VDX,10,X.,N,0,0,0,0,0,0,N,0,N,FLAG/ETAT
