program,file,line_start,copybook,has_replacing,statement
SRSTAA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAA.cbl,159,SRSFDIRE,NO,COPY SRSFDIRE.
SRSTAA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAA.cbl,161,SRSFFONC,NO,COPY SRSFFONC.
SRSTAA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAA.cbl,163,SRSFROUT,YES,COPY SRSFROUT REPLACING ==:FROUT:== BY ==FROUT==.
SRSTAA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAA.cbl,165,SRSFCEDA,NO,COPY SRSFCEDA.
SRSTAA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAA.cbl,167,SRSFCEDI,NO,COPY SRSFCEDI.
SRSTAA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAA.cbl,169,SRSTSRA1,NO,COPY SRSTSRA1.
SRSTAA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAA.cbl,172,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTAA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAA.cbl,173,SRSCOMA0,NO,COPY SRSCOMA0.
SRSTAA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAA.cbl,1289,SMASHDIP,NO,COPY SMASHDIP.
SRSTAB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAB.cbl,64,SMASHTRC,NO,COPY SMASHTRC.
SRSTAB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAB.cbl,67,SMASHDIW,NO,COPY SMASHDIW.
SRSTAB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAB.cbl,70,SRSWFANO,NO,COPY SRSWFANO.
SRSTAB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAB.cbl,72,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTAB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAB.cbl,76,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTAB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAB.cbl,87,DFHAID,NO,COPY DFHAID.
SRSTAB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAB.cbl,96,SRSMA3,NO,COPY SRSMA3.
SRSTAB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAB.cbl,104,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTAB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAB.cbl,105,SRSCOMA0,NO,COPY SRSCOMA0.
SRSTAB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAB.cbl,431,SMASHDIP,NO,COPY SMASHDIP.
SRSTAC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAC.cbl,53,SMASHTRC,NO,COPY SMASHTRC.
SRSTAC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAC.cbl,56,SMASHDIW,NO,COPY SMASHDIW.
SRSTAC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAC.cbl,59,SRSWFANO,NO,COPY SRSWFANO.
SRSTAC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAC.cbl,61,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTAC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAC.cbl,68,DFHAID,NO,COPY DFHAID.
SRSTAC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAC.cbl,71,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTAC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAC.cbl,72,SRSCOMIL,NO,COPY SRSCOMIL.
SRSTAC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAC.cbl,86,SRSMA5,NO,COPY SRSMA5.
SRSTAC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAC.cbl,94,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTAC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAC.cbl,95,SRSCOMA0,NO,COPY SRSCOMA0.
SRSTAC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAC.cbl,312,SMASHDIP,NO,COPY SMASHDIP.
SRSTAD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAD.cbl,57,SMASHTRC,NO,COPY SMASHTRC.
SRSTAD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAD.cbl,60,SMASHDIW,NO,COPY SMASHDIW.
SRSTAD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAD.cbl,63,SRSWFANO,NO,COPY SRSWFANO.
SRSTAD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAD.cbl,65,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTAD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAD.cbl,72,DFHAID,NO,COPY DFHAID.
SRSTAD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAD.cbl,81,SRSMA7,NO,COPY SRSMA7.
SRSTAD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAD.cbl,83,SRSMA8,NO,COPY SRSMA8.
SRSTAD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAD.cbl,91,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTAD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAD.cbl,92,SRSCOMA0,NO,COPY SRSCOMA0.
SRSTAD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAD.cbl,341,SMASHDIP,NO,COPY SMASHDIP.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,61,SMASHTRC,NO,COPY SMASHTRC.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,64,SMASHDIW,NO,COPY SMASHDIW.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,67,SRSWFANO,NO,COPY SRSWFANO.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,69,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,76,DFHAID,NO,COPY DFHAID.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,85,SRSTSRAE,NO,COPY SRSTSRAE.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,87,SRSMAE,NO,COPY SRSMAE.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,91,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,92,SRSCOMA0,NO,COPY SRSCOMA0.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,94,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==W-COMCS==.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,95,SRSCOMU0,NO,COPY SRSCOMU0.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,98,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTAE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAE.cbl,596,SMASHDIP,NO,COPY SMASHDIP.
SRSTAF,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAF.cbl,50,SMASHTRC,NO,COPY SMASHTRC.
SRSTAF,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAF.cbl,53,SMASHDIW,NO,COPY SMASHDIW.
SRSTAF,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAF.cbl,56,SRSWFANO,NO,COPY SRSWFANO.
SRSTAF,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAF.cbl,58,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTAF,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAF.cbl,65,DFHAID,NO,COPY DFHAID.
SRSTAF,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAF.cbl,68,SRSMAE,NO,COPY SRSMAE.
SRSTAF,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAF.cbl,72,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTAF,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAF.cbl,73,SRSCOMA0,NO,COPY SRSCOMA0.
SRSTAF,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAF.cbl,75,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==W-COMCS==.
SRSTAF,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAF.cbl,76,SRSCOMU0,NO,COPY SRSCOMU0.
SRSTAF,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAF.cbl,79,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTAF,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAF.cbl,317,SMASHDIP,NO,COPY SMASHDIP.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,57,SMASHTRC,NO,COPY SMASHTRC.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,60,SMASHDIW,NO,COPY SMASHDIW.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,63,SRSWFANO,NO,COPY SRSWFANO.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,65,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,86,DFHAID,NO,COPY DFHAID.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,87,SRSMAG,NO,COPY SRSMAG.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,88,SRSTSRAE,NO,COPY SRSTSRAE.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,89,SRSWSES0,NO,COPY SRSWSES0.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,103,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,111,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,112,SRSCOMA0,NO,COPY SRSCOMA0.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,115,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==W-COMCS==.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,116,SRSCOMU0,NO,COPY SRSCOMU0.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,125,SRSCOMCX,NO,COPY SRSCOMCX.
SRSTAG,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAG.cbl,610,SMASHDIP,NO,COPY SMASHDIP.
SRSTAH,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAH.cbl,56,SMASHTRC,NO,COPY SMASHTRC.
SRSTAH,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAH.cbl,59,SMASHDIW,NO,COPY SMASHDIW.
SRSTAH,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAH.cbl,62,SRSWFANO,NO,COPY SRSWFANO.
SRSTAH,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAH.cbl,64,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTAH,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAH.cbl,66,SRSMAH,NO,COPY SRSMAH.
SRSTAH,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAH.cbl,69,DFHAID,NO,COPY DFHAID.
SRSTAH,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAH.cbl,73,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTAH,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAH.cbl,74,SRSCOMA0,NO,COPY SRSCOMA0.
SRSTAH,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAH.cbl,76,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==W-COMCS==.
SRSTAH,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAH.cbl,77,SRSCOMU0,NO,COPY SRSCOMU0.
SRSTAH,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAH.cbl,80,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTAH,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTAH.cbl,241,SMASHDIP,NO,COPY SMASHDIP.
SRSTB0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTB0.cbl,96,SMASHTRC,NO,COPY SMASHTRC.
SRSTB0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTB0.cbl,99,SMASHDIW,NO,COPY SMASHDIW.
SRSTB0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTB0.cbl,102,SRSWFANO,NO,COPY SRSWFANO.
SRSTB0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTB0.cbl,104,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTB0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTB0.cbl,169,SRSWAPPC,NO,COPY SRSWAPPC.
SRSTB0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTB0.cbl,172,SRSWFONC,NO,COPY SRSWFONC.
SRSTB0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTB0.cbl,174,SRSFAPPD,YES,COPY SRSFAPPD REPLACING ==:DEPENDING ON FAPPD-NBFI:== BY == ==.
SRSTB0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTB0.cbl,184,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTB0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTB0.cbl,185,SRSCOMA0,NO,COPY SRSCOMA0.
SRSTB0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTB0.cbl,190,SRSFFONC,NO,COPY SRSFFONC.
SRSTB0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTB0.cbl,192,SRSFAPPA,NO,COPY SRSFAPPA.
SRSTB0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTB0.cbl,1241,SMASHDIP,NO,COPY SMASHDIP.
SRSTC$,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC$.cbl,96,SMASHTRC,NO,COPY SMASHTRC.
SRSTC$,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC$.cbl,98,SMASHDIW,NO,COPY SMASHDIW.
SRSTC$,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC$.cbl,123,DFHAID,NO,COPY DFHAID.
SRSTC$,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC$.cbl,126,SRSMC0,NO,COPY SRSMC0.
SRSTC$,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC$.cbl,128,SRSMC1,NO,COPY SRSMC1.
SRSTC$,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC$.cbl,132,SRSWFANO,NO,COPY SRSWFANO.
SRSTC$,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC$.cbl,136,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTC$,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC$.cbl,143,SRSCOMCX,NO,COPY SRSCOMCX.
SRSTC$,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC$.cbl,941,SMASHDIP,NO,COPY SMASHDIP.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,178,SMASHTRC,NO,COPY SMASHTRC.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,180,SMASHDIW,NO,COPY SMASHDIW.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,305,CEEIGZCT,NO,COPY CEEIGZCT.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,367,DFHAID,NO,COPY DFHAID.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,371,SRSFIMPR,YES,COPY SRSFIMPR replacing ==:FIMPR:== by ==FIMPR==.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,374,SRSWAPPC,NO,COPY SRSWAPPC.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,377,SRSWSERV,NO,COPY SRSWSERV.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,380,SRSMC0,NO,COPY SRSMC0.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,386,SRSWFANO,NO,COPY SRSWFANO.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,390,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,398,SRSCOMCX,NO,COPY SRSCOMCX.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,587,SRSFAPPS,NO,COPY SRSFAPPS.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,589,SRSFSER1,NO,COPY SRSFSER1.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,591,SRSTSRIP,YES,COPY SRSTSRIP REPLACING ==:TSRIP:== BY ==TSRIP==.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,594,SRSCWA,NO,COPY SRSCWA.
SRSTC0,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0.cbl,4607,SMASHDIP,NO,COPY SMASHDIP.
SRSTC0A1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0A1.cbl,182,SMASHTRC,NO,COPY SMASHTRC.
SRSTC0A1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0A1.cbl,209,SRSWFANO,NO,COPY SRSWFANO.
SRSTC0A1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0A1.cbl,211,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTC0A1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0A1.cbl,221,DFHAID,NO,COPY DFHAID.
SRSTC0A1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0A1.cbl,451,ATBCMCOB,NO,COPY ATBCMCOB.
SRSTC0A1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC0A1.cbl,466,SRSFUSER,NO,COPY SRSFUSER.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,90,SMASHTRC,NO,COPY SMASHTRC.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,93,SMASHDIW,NO,COPY SMASHDIW.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,96,SRSWFANO,NO,COPY SRSWFANO.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,98,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,106,SRSMC0,NO,COPY SRSMC0.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,108,SRSMC1,NO,COPY SRSMC1.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,110,SRSWAPPC,NO,COPY SRSWAPPC.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,112,SRSWSES0,NO,COPY SRSWSES0.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,114,SRSWDIRE,NO,COPY SRSWDIRE.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,116,SRSFUTIL,YES,COPY SRSFUTIL REPLACING ==:DEPENDING ON FUTIL-NBGR:== BY == ==.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,119,SRSWSER2,NO,COPY SRSWSER2.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,121,SRSWUTIL,NO,COPY SRSWUTIL.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,124,SRSCOMCX,NO,COPY SRSCOMCX.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,169,SRSFAPPF,YES,COPY SRSFAPPF REPLACING ==:DEPENDING ON FAPPF-NBAPP:== BY == ==.
SRSTC1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC1.cbl,860,SMASHDIP,NO,COPY SMASHDIP.
SRSTC2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC2.cbl,61,SMASHTRC,NO,COPY SMASHTRC.
SRSTC2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC2.cbl,64,SMASHDIW,NO,COPY SMASHDIW.
SRSTC2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC2.cbl,67,SRSWFANO,NO,COPY SRSWFANO.
SRSTC2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC2.cbl,69,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTC2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC2.cbl,82,DFHAID,NO,COPY DFHAID.
SRSTC2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC2.cbl,84,SRSMC1,NO,COPY SRSMC1.
SRSTC2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC2.cbl,86,SRSWAPPC,NO,COPY SRSWAPPC.
SRSTC2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC2.cbl,88,SRSWSES0,NO,COPY SRSWSES0.
SRSTC2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC2.cbl,90,SRSFUTIL,YES,COPY SRSFUTIL REPLACING ==:DEPENDING ON FUTIL-NBGR:== BY == ==.
SRSTC2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC2.cbl,94,SRSCOMCX,NO,COPY SRSCOMCX.
