program,file,line_start,copybook,has_replacing,statement
SRSTC2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC2.cbl,114,SRSFAPPF,YES,COPY SRSFAPPF REPLACING ==:DEPENDING ON FAPPF-NBAPP:== BY == ==.
SRSTC2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTC2.cbl,629,SMASHDIP,NO,COPY SMASHDIP.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,139,SMASHTRC,NO,COPY SMASHTRC.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,142,SMASHDIW,NO,COPY SMASHDIW.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,145,SRSWFANO,NO,COPY SRSWFANO.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,147,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,196,DFHAID,NO,COPY DFHAID.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,198,SRSWDIRE,NO,COPY SRSWDIRE.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,200,SRSWFONC,NO,COPY SRSWFONC.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,202,SRSWAPPC,NO,COPY SRSWAPPC.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,204,SRSWSER2,NO,COPY SRSWSER2.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,206,SRSMCF,NO,COPY SRSMCF.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,208,SRSWSES0,NO,COPY SRSWSES0.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,211,SRSCOMCX,NO,COPY SRSCOMCX.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,238,SRSFDIRE,NO,COPY SRSFDIRE.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,240,SRSFFONC,NO,COPY SRSFFONC.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,242,SRSFAPPA,NO,COPY SRSFAPPA.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,244,SRSFAPPS,NO,COPY SRSFAPPS.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,246,SRSFAPPD,YES,COPY SRSFAPPD REPLACING ==:DEPENDING ON FAPPD-NBFI:== BY == ==.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,249,SRSFSER2,NO,COPY SRSFSER2.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,254,SRSCWA,NO,COPY SRSCWA.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,256,SRSRTABL,NO,COPY SRSRTABL.
SRSTCA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCA.cbl,1218,SMASHDIP,NO,COPY SMASHDIP.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,177,SMASHTRC,NO,COPY SMASHTRC.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,180,SMASHDIW,NO,COPY SMASHDIW.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,217,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,219,SRSWFANO,NO,COPY SRSWFANO.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,243,DFHAID,NO,COPY DFHAID.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,245,SRSFAPPD,YES,COPY SRSFAPPD REPLACING ==:DEPENDING ON FAPPD-NBFI:== BY == ==.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,248,SRSWAPPC,NO,COPY SRSWAPPC.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,250,SRSWUTIL,NO,COPY SRSWUTIL.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,252,SRSWDIRE,NO,COPY SRSWDIRE.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,254,SRSMCB,NO,COPY SRSMCB.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,256,SRSMCI,NO,COPY SRSMCI.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,258,SRSWSES0,NO,COPY SRSWSES0.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,261,SRSCOMCX,NO,COPY SRSCOMCX.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,267,SRSFAPPA,NO,COPY SRSFAPPA.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,269,SRSFDIRE,NO,COPY SRSFDIRE.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,271,SRSFUTIL,YES,COPY SRSFUTIL REPLACING ==:DEPENDING ON FUTIL-NBGR:== BY == ==.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,275,SRSCWA,NO,COPY SRSCWA.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,277,SRSRTABL,NO,COPY SRSRTABL.
SRSTCB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCB.cbl,1587,SMASHDIP,NO,COPY SMASHDIP.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,117,SMASHTRC,NO,COPY SMASHTRC.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,120,SMASHDIW,NO,COPY SMASHDIW.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,123,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,125,SRSWFANO,NO,COPY SRSWFANO.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,210,SRSFAPPA,NO,COPY SRSFAPPA.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,212,SRSMCB,NO,COPY SRSMCB.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,214,SRSWAPPC,NO,COPY SRSWAPPC.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,216,SRSWDIRE,NO,COPY SRSWDIRE.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,218,SRSWUTIL,NO,COPY SRSWUTIL.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,221,SRSCOMCX,NO,COPY SRSCOMCX.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,227,SRSFAPPD,YES,COPY SRSFAPPD REPLACING ==:DEPENDING ON FAPPD-NBFI:== BY == ==.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,230,SRSFDIRE,NO,COPY SRSFDIRE.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,232,SRSFUTIL,YES,COPY SRSFUTIL REPLACING ==:DEPENDING ON FUTIL-NBGR:== BY == ==.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,236,SRSCWA,NO,COPY SRSCWA.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,238,SRSRTABL,NO,COPY SRSRTABL.
SRSTCC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCC.cbl,915,SMASHDIP,NO,COPY SMASHDIP.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,163,SMASHTRC,NO,COPY SMASHTRC.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,166,SMASHDIW,NO,COPY SMASHDIW.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,169,SRSWFANO,NO,COPY SRSWFANO.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,171,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,289,DFHAID,NO,COPY DFHAID.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,291,SRSMCD,NO,COPY SRSMCD.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,293,SRSWAPPC,NO,COPY SRSWAPPC.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,295,SRSWDIRE,NO,COPY SRSWDIRE.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,297,SRSWUTIL,NO,COPY SRSWUTIL.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,299,SRSWFONC,NO,COPY SRSWFONC.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,301,SRSWSER2,NO,COPY SRSWSER2.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,303,SRSWSES0,NO,COPY SRSWSES0.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,305,SRSFAPPF,YES,COPY SRSFAPPF REPLACING ==:DEPENDING ON FAPPF-NBAPP:== BY == ==.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,308,SRSFUTIL,YES,COPY SRSFUTIL REPLACING ==:DEPENDING ON FUTIL-NBGR:== BY == ==.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,313,SRSCOMCX,NO,COPY SRSCOMCX.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,319,SRSFAPPA,NO,COPY SRSFAPPA.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,321,SRSFAPPD,YES,COPY SRSFAPPD REPLACING ==:DEPENDING ON FAPPD-NBFI:== BY == ==.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,324,SRSFDIRE,NO,COPY SRSFDIRE.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,326,SRSFFONC,NO,COPY SRSFFONC.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,328,SRSFSER2,NO,COPY SRSFSER2.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,331,SRSCWA,NO,COPY SRSCWA.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,333,SRSRTABL,NO,COPY SRSRTABL.
SRSTCD,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCD.cbl,1670,SMASHDIP,NO,COPY SMASHDIP.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,152,SMASHTRC,NO,COPY SMASHTRC.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,155,SMASHDIW,NO,COPY SMASHDIW.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,158,SRSWFANO,NO,COPY SRSWFANO.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,160,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,176,SRSFAPPF,YES,COPY SRSFAPPF REPLACING ==:DEPENDING ON FAPPF-NBAPP:== BY == ==.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,280,SRSWAPPC,NO,COPY SRSWAPPC.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,282,SRSWDIRE,NO,COPY SRSWDIRE.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,284,SRSWFONC,NO,COPY SRSWFONC.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,286,SRSWSER2,NO,COPY SRSWSER2.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,288,SRSWUTIL,NO,COPY SRSWUTIL.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,290,SRSMCD,NO,COPY SRSMCD.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,292,SRSMCG,NO,COPY SRSMCG.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,294,SRSWSAOR,NO,COPY SRSWSAOR.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,296,SRSWSES0,NO,COPY SRSWSES0.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,298,SRSFUTIL,YES,COPY SRSFUTIL REPLACING ==:DEPENDING ON FUTIL-NBGR:== BY == ==.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,302,SRSCOMCX,NO,COPY SRSCOMCX.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,308,SRSFAPPA,NO,COPY SRSFAPPA.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,310,SRSFAPPD,YES,COPY SRSFAPPD REPLACING ==:DEPENDING ON FAPPD-NBFI:== BY == ==.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,313,SRSFDIRE,NO,COPY SRSFDIRE.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,315,SRSFFONC,NO,COPY SRSFFONC.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,317,SRSFSER1,NO,COPY SRSFSER1.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,319,SRSFSER2,NO,COPY SRSFSER2.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,323,SRSCWA,NO,COPY SRSCWA.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,325,SRSRTABL,NO,COPY SRSRTABL.
SRSTCE,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCE.cbl,1768,SMASHDIP,NO,COPY SMASHDIP.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,100,SMASHTRC,NO,COPY SMASHTRC.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,103,SMASHDIW,NO,COPY SMASHDIW.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,106,SRSWFANO,NO,COPY SRSWFANO.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,108,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,136,SRSFAPPF,YES,COPY SRSFAPPF REPLACING ==:DEPENDING ON FAPPF-NBAPP:== BY == ==.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,141,DFHAID,NO,COPY DFHAID.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,143,SRSFFONC,NO,COPY SRSFFONC.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,145,SRSWAPPC,NO,COPY SRSWAPPC.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,147,SRSWUTIL,NO,COPY SRSWUTIL.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,149,SRSWSES0,NO,COPY SRSWSES0.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,151,SRSMCS,NO,COPY SRSMCS.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,153,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,155,SRSTSRCS,NO,COPY SRSTSRCS.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,157,SRSFUTIL,YES,COPY SRSFUTIL REPLACING ==:DEPENDING ON FUTIL-NBGR:== BY == ==.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,162,SRSCOMCX,NO,COPY SRSCOMCX.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,198,SRSFAPPS,NO,COPY SRSFAPPS.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,200,SRSCWA,NO,COPY SRSCWA.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,202,SRSRTABL,NO,COPY SRSRTABL.
SRSTCS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCS.cbl,1011,SMASHDIP,NO,COPY SMASHDIP.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,92,SMASHTRC,NO,COPY SMASHTRC.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,95,SMASHDIW,NO,COPY SMASHDIW.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,98,SRSWFANO,NO,COPY SRSWFANO.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,100,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,154,SRSFAPPD,YES,COPY SRSFAPPD REPLACING ==:DEPENDING ON FAPPD-NBFI:== BY == ==.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,157,SRSWDIRE,NO,COPY SRSWDIRE.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,159,SRSWFONC,NO,COPY SRSWFONC.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,161,SRSWUTIL,NO,COPY SRSWUTIL.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,163,DFHAID,NO,COPY DFHAID.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,165,SRSMCS,NO,COPY SRSMCS.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,167,SRSMCU,NO,COPY SRSMCU.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,170,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,176,SRSFDIRE,NO,COPY SRSFDIRE.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,178,SRSFFONC,NO,COPY SRSFFONC.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,180,SRSFUTIL,YES,COPY SRSFUTIL REPLACING ==:DEPENDING ON FUTIL-NBGR:== BY == ==.
SRSTCT,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCT.cbl,952,SMASHDIP,NO,COPY SMASHDIP.
SRSTCU,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCU.cbl,50,SMASHTRC,NO,COPY SMASHTRC.
SRSTCU,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCU.cbl,53,SMASHDIW,NO,COPY SMASHDIW.
SRSTCU,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCU.cbl,59,SRSWFANO,NO,COPY SRSWFANO.
SRSTCU,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCU.cbl,60,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTCU,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCU.cbl,61,SRSWSRXX,NO,COPY SRSWSRXX.
SRSTCU,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCU.cbl,62,DFHAID,NO,COPY DFHAID.
SRSTCU,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCU.cbl,63,SRSMCU,NO,COPY SRSMCU.
SRSTCU,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCU.cbl,67,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTCU,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCU.cbl,400,SMASHDIP,NO,COPY SMASHDIP.
SRSTCV,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCV.cbl,57,SMASHTRC,NO,COPY SMASHTRC.
SRSTCV,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCV.cbl,60,SMASHDIW,NO,COPY SMASHDIW.
SRSTCV,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCV.cbl,63,SRSWFANO,NO,COPY SRSWFANO.
SRSTCV,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCV.cbl,65,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTCV,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCV.cbl,124,DFHAID,NO,COPY DFHAID.
SRSTCV,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCV.cbl,125,DFHBMSCA,NO,COPY DFHBMSCA.
SRSTCV,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCV.cbl,126,SRSMCV,NO,COPY SRSMCV.
SRSTCV,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCV.cbl,127,SRSTSRCV,NO,COPY SRSTSRCV.
SRSTCV,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTCV.cbl,128,SRSWSRXX,NO,COPY SRSWSRXX.
