program,section,source,level,name,parent_name,full_path,pic,usage,occurs,occurs_depends_on,redefines,value,line_etude
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-MES-PUPITRE,W-MES-PUPITRE/FILLER,X(50),,,,,,000318
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-MES-ANO-BLOQ-1,,W-MES-ANO-BLOQ-1,,,,,,,000320
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-MES-ANO-BLOQ-1,W-MES-ANO-BLOQ-1/FILLER,X(40),,,,,,000321
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-MES-ANO-BLOQ-2,,W-MES-ANO-BLOQ-2,,,,,,,000323
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2/FILLER,X(22),,,,,,000324
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,W-MES-ANO-BLOQ-2-PAR,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2/W-MES-ANO-BLOQ-2-PAR,X(5),,,,,SPACES,000326
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2/FILLER,X(17),,,,,,000327
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,W-MES-ANO-BLOQ-2-RESP,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2/W-MES-ANO-BLOQ-2-RESP,X(4),,,,,SPACES,000329
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-ABCODE,,W-ABCODE,,,,,,,000330
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,W-TYPAB,W-ABCODE,W-ABCODE/W-TYPAB,X.,,,,,,000331
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,W-ABEND,W-ABCODE,W-ABCODE/W-ABEND,9(3).,,,,,,000332
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,WTS-IDENTITE,,WTS-IDENTITE,,,,,,,000333
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,WTS-NOM,WTS-IDENTITE,WTS-IDENTITE/WTS-NOM,X(04).,,,,,,000334
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,WTS-ECRAN,WTS-IDENTITE,WTS-IDENTITE/WTS-ECRAN,X(04).,,,,,,000335
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-IND01,,W-IND01,9(4) COMP,,,,,ZEROS,000336
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-IND02,,W-IND02,9(4) COMP,,,,,ZEROS,000337
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-IND03,,W-IND03,9(4) COMP,,,,,ZEROS,000338
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-AIG-FONC,,W-AIG-FONC,9,,,,,ZERO,000339
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-AIG-DISP,,W-AIG-DISP,9,,,,,ZERO,000340
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-AIG-DISP-2,,W-AIG-DISP-2,9,,,,,ZERO,000341
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-CTR-FICH,,W-CTR-FICH,9(6),,,,,ZEROS,000342
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-CTR-FICHF,,W-CTR-FICHF,9(6),,,,,ZEROS,000343
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-CTR-OUVERTS,,W-CTR-OUVERTS,9(6),,,,,ZEROS,000344
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-CTR-FERMES,,W-CTR-FERMES,9(6),,,,,ZEROS,000345
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-CTR-FONCDISP,,W-CTR-FONCDISP,9(6),,,,,ZEROS,000346
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-CTR-FONCINDISP,,W-CTR-FONCINDISP,9(6),,,,,ZEROS,000347
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-DISPIND1,,W-DISPIND1,9,,,,,ZEROS,000348
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-DISPIND2,,W-DISPIND2,9,,,,,ZEROS,000349
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-TABLE-FONC,,W-TABLE-FONC,,,,,,,000350
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,W-FONC-DISPO,W-TABLE-FONC,W-TABLE-FONC/W-FONC-DISPO,,,36,,,,000351
SRSRADIS,WORKING-STORAGE SECTION,MAIN,10,W-CODFONC,W-FONC-DISPO,W-TABLE-FONC/W-FONC-DISPO/W-CODFONC,X.,,,,,,000352
SRSRADIS,WORKING-STORAGE SECTION,MAIN,10,W-CODDISPO-FONC,W-FONC-DISPO,W-TABLE-FONC/W-FONC-DISPO/W-CODDISPO-FONC,X.,,,,,,000353
SRSRADIS,LINKAGE SECTION,MAIN,01,DFHCOMMAREA,,DFHCOMMAREA,X(16384).,,,,,,000355
SRSRADIS,LINKAGE SECTION,SRSFAPPD,01,FAPPD-ENR,,FAPPD-ENR,,,,,DFHCOMMAREA,,000357
SRSRADIS,LINKAGE SECTION,SRSFAPPD,05,FAPPD-CLE,FAPPD-ENR,FAPPD-ENR/FAPPD-CLE,,,,,,,000358
SRSRADIS,LINKAGE SECTION,SRSFAPPD,10,FAPPD-CLE-TYPE,FAPPD-CLE,FAPPD-ENR/FAPPD-CLE/FAPPD-CLE-TYPE,X.,,,,,,000359
SRSRADIS,LINKAGE SECTION,SRSFAPPD,10,FAPPD-CLE-APPL,FAPPD-CLE,FAPPD-ENR/FAPPD-CLE/FAPPD-CLE-APPL,X(3).,,,,,,000360
SRSRADIS,LINKAGE SECTION,SRSFAPPD,05,FAPPD-DONNEES,FAPPD-ENR,FAPPD-ENR/FAPPD-DONNEES,,,,,,,000361
SRSRADIS,LINKAGE SECTION,SRSFAPPD,10,FAPPD-NBFI,FAPPD-DONNEES,FAPPD-ENR/FAPPD-DONNEES/FAPPD-NBFI,S9(4) COMP.,,,,,,000362
SRSRADIS,LINKAGE SECTION,SRSFAPPD,10,FAPPD-FICHIERS,FAPPD-DONNEES,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS,,,160,,,,000363
SRSRADIS,LINKAGE SECTION,SRSFAPPD,15,FAPPD-NOMFIC,FAPPD-FICHIERS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-NOMFIC,X(8).,,,,,,000365
SRSRADIS,LINKAGE SECTION,SRSFAPPD,15,FAPPD-TYPFIC,FAPPD-FICHIERS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-TYPFIC,9.,,,,,,000366
SRSRADIS,LINKAGE SECTION,SRSFAPPD,15,FAPPD-IDCICS,FAPPD-FICHIERS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-IDCICS,X(4).,,,,,,000367
SRSRADIS,LINKAGE SECTION,SRSFAPPD,15,FAPPD-FONCTIONS,FAPPD-FICHIERS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-FONCTIONS,,,40,,,,000368
SRSRADIS,LINKAGE SECTION,SRSFAPPD,20,FAPPD-CODFONC,FAPPD-FONCTIONS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-FONCTIONS/FAPPD-CODFONC,X.,,,,,,000369
SRSRADIS,LINKAGE SECTION,SRSFAPPD,20,FAPPD-CODDISPO-FONC,FAPPD-FONCTIONS,FAPPD-ENR/FAPPD-DONNEES/FAPPD-FICHIERS/FAPPD-FONCTIONS/FAPPD-CODDISPO-FONC,9.,,,,,,000370
SRSRADIS,LINKAGE SECTION,SRSFFONC,01,FFONC-ENR,,FFONC-ENR,,,,,,,000373
SRSRADIS,LINKAGE SECTION,SRSFFONC,05,FFONC-CLE,FFONC-ENR,FFONC-ENR/FFONC-CLE,,,,,,,000374
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-CLE-APPL,FFONC-CLE,FFONC-ENR/FFONC-CLE/FFONC-CLE-APPL,X(3).,,,,,,000375
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-CLE-FONC,FFONC-CLE,FFONC-ENR/FFONC-CLE/FFONC-CLE-FONC,X.,,,,,,000376
SRSRADIS,LINKAGE SECTION,SRSFFONC,05,FFONC-DONNEES,FFONC-ENR,FFONC-ENR/FFONC-DONNEES,,,,,,,000377
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-LIBFONC,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-LIBFONC,X(40).,,,,,,000378
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-CLE-ALT,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-CLE-ALT,,,,,,,000379
SRSRADIS,LINKAGE SECTION,SRSFFONC,15,FFONC-CODE-APPL,FFONC-CLE-ALT,FFONC-ENR/FFONC-DONNEES/FFONC-CLE-ALT/FFONC-CODE-APPL,X(3).,,,,,,000380
SRSRADIS,LINKAGE SECTION,SRSFFONC,15,FFONC-CODE-MNEMO,FFONC-CLE-ALT,FFONC-ENR/FFONC-DONNEES/FFONC-CLE-ALT/FFONC-CODE-MNEMO,X(4).,,,,,,000381
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-TRANFONC,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-TRANFONC,X(4).,,,,,,000382
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-MODULSRS-FONC,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-MODULSRS-FONC,X(8).,,,,,,000383
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-BLOCAGE-RESS,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-BLOCAGE-RESS,9.,,,,,,000384
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-CODDISPO-FONC,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-CODDISPO-FONC,9.,,,,,,000385
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-FIN-FONC,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-FIN-FONC,9.,,,,,,000386
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-VAL-HORSAOR,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-VAL-HORSAOR,9.,,,,,,000387
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-MESSIND-FONC,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-MESSIND-FONC,,,,,,,000388
SRSRADIS,LINKAGE SECTION,SRSFFONC,15,FFONC-MESSIND-L1,FFONC-MESSIND-FONC,FFONC-ENR/FFONC-DONNEES/FFONC-MESSIND-FONC/FFONC-MESSIND-L1,X(79).,,,,,,000389
SRSRADIS,LINKAGE SECTION,SRSFFONC,15,FFONC-MESSIND-L2,FFONC-MESSIND-FONC,FFONC-ENR/FFONC-DONNEES/FFONC-MESSIND-FONC/FFONC-MESSIND-L2,X(78).,,,,,,000390
SRSRADIS,LINKAGE SECTION,SRSFFONC,10,FFONC-IND-VDX,FFONC-DONNEES,FFONC-ENR/FFONC-DONNEES/FFONC-IND-VDX,X.,,,,,,000391
